Orders / Shipping Method Title,Orders / Total Tips Received,Orders / Processed At,Orders / Processed At · Date,Orders / Processed At · Month,Orders / Processed At · Year
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.90,"Sep  2, 2021 3:15 PM","Sep  2, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.90,"Sep 24, 2021 8:44 PM","Sep 24, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.88,"Sep  1, 2021 8:14 AM","Sep  1, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.85,"Sep 12, 2021 12:22 PM","Sep 12, 2021","Sep, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.80,"Sep 22, 2021 1:22 PM","Sep 22, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.78,"Aug 24, 2021 7:27 PM","Aug 24, 2021","Aug, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm- we will contact you to arrange delivery)",5.73,"Sep 27, 2021 12:03 PM","Sep 27, 2021","Sep, 2021",2021
"Barrie, Alliston, Angus, Innisfil (delivery  9 and 23 SEPTEMBER 6-10pm - we will contact you to arrange delivery)",5.72,"Sep 18, 2021 6:58 PM","Sep 18, 2021","Sep, 2021",2021
"london ,Woodstock, Kitchener, Waterloo, Guelph, Brantford, Hamilton (Next Delivery  OCT/9)",5.62,"Sep 18, 2021 10:19 AM","Sep 18, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.59,"Aug 18, 2021 4:42 PM","Aug 18, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.56,"Aug  1, 2021 11:00 AM","Aug  1, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.53,"Aug 17, 2021 2:05 PM","Aug 17, 2021","Aug, 2021",2021
"Ottawa, Kingston (Every last weekend of the month - next 28-29 agosto  - we will contact you to arrange delivery)",5.53,"Aug 24, 2021 9:00 AM","Aug 24, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.52,"Oct  5, 2021 1:28 PM","Oct  5, 2021","Oct, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.52,"Sep  5, 2021 7:04 PM","Sep  5, 2021","Sep, 2021",2021
"Barrie, Alliston, Angus, Innisfil (delivery 12 and 26 AUG 6-10pm - we will contact you to arrange delivery)",5.50,"Sep  1, 2021 8:58 PM","Sep  1, 2021","Sep, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.45,"Aug  4, 2021 9:04 PM","Aug  4, 2021","Aug, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.44,"Sep 14, 2021 11:36 AM","Sep 14, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.44,"Sep 13, 2021 3:32 PM","Sep 13, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.42,"Oct 13, 2021 10:03 AM","Oct 13, 2021","Oct, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.40,"Sep  7, 2021 12:20 PM","Sep  7, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.38,"Aug 26, 2021 3:21 PM","Aug 26, 2021","Aug, 2021",2021
"Whitiby, Ajax, Pickering, Oshawa, Bowmanville, Courtice  Scarborough - Next delivery 2/OCT. 10am - 4pm)",5.32,"Oct  3, 2021 10:21 AM","Oct  3, 2021","Oct, 2021",2021
Store Pickup,5.32,"Aug 30, 2021 10:55 PM","Aug 30, 2021","Aug, 2021",2021
East Area and Scarborough - Next delivery 04/SEPT. 10am - 4pm),5.30,"Sep  8, 2021 1:54 PM","Sep  8, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.29,"Sep 17, 2021 10:45 PM","Sep 17, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.27,"Sep 20, 2021 9:53 PM","Sep 20, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.27,"Oct  4, 2021 10:35 PM","Oct  4, 2021","Oct, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.26,"Sep 20, 2021 11:46 PM","Sep 20, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.24,"Aug 31, 2021 4:51 PM","Aug 31, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.20,"Aug 24, 2021 8:06 PM","Aug 24, 2021","Aug, 2021",2021
"Ottawa, Kingston (Every last weekend of the month - next 25-27 setembro  - we will contact you to arrange delivery)",5.19,"Sep 10, 2021 7:43 PM","Sep 10, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.19,"Sep 15, 2021 3:54 PM","Sep 15, 2021","Sep, 2021",2021
Toronto and North York - Made every Tuesday and Friday 6pm - 10pm,5.15,"Aug  5, 2021 1:51 PM","Aug  5, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.14,"Aug 10, 2021 5:03 PM","Aug 10, 2021","Aug, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.13,"Sep 28, 2021 4:18 PM","Sep 28, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.12,"Oct  5, 2021 9:03 AM","Oct  5, 2021","Oct, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.12,"Aug 24, 2021 11:29 PM","Aug 24, 2021","Aug, 2021",2021
Expedited Parcel,5.12,"Aug  6, 2021 9:35 PM","Aug  6, 2021","Aug, 2021",2021
Expedited Parcel,5.10,"Aug 31, 2021 12:31 AM","Aug 31, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.07,"Oct  7, 2021 5:29 PM","Oct  7, 2021","Oct, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",5.06,"Aug 18, 2021 9:47 PM","Aug 18, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.03,"Oct  5, 2021 5:04 PM","Oct  5, 2021","Oct, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.02,"Aug 31, 2021 6:45 PM","Aug 31, 2021","Aug, 2021",2021
"Barrie, Alliston, Angus, Innisfil (delivery  14 and 28 OCTOBER  6-10pm - we will contact you to arrange delivery)",5.00,"Oct  4, 2021 5:37 PM","Oct  4, 2021","Oct, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.00,"Sep 29, 2021 11:25 AM","Sep 29, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.00,"Oct  5, 2021 2:05 PM","Oct  5, 2021","Oct, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",5.00,"Aug 24, 2021 11:14 PM","Aug 24, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",5.00,"Sep  6, 2021 7:18 PM","Sep  6, 2021","Sep, 2021",2021
East Area - Every First and Third Saturday of the month (9 am - 3pm),5.00,"Aug  2, 2021 4:16 PM","Aug  2, 2021","Aug, 2021",2021
"Barrie, Alliston, Angus, Innisfil (Second and Forth THURSDAYS of each month 6-10pm - we will contact you to arrange delivery)",5.00,"Aug  5, 2021 10:46 PM","Aug  5, 2021","Aug, 2021",2021
Expedited Parcel,5.00,"Oct  6, 2021 2:59 PM","Oct  6, 2021","Oct, 2021",2021
Toronto and North York - Made every Tuesday and Friday 6pm - 10pm,5.00,"Jul 31, 2021 10:17 PM","Jul 31, 2021","Jul, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",5.00,"Aug 10, 2021 10:10 PM","Aug 10, 2021","Aug, 2021",2021
Toronto and North York - Made every Tuesday and Friday 6pm - 10pm,5.00,"Aug  4, 2021 8:45 PM","Aug  4, 2021","Aug, 2021",2021
Gatineau ONLY ( every last weekend of the month ( next 26-28/june) - we will contact you to arrange delivery,5.00,"Aug 26, 2021 11:01 PM","Aug 26, 2021","Aug, 2021",2021
Toronto and North York - Made every Tuesday and Friday 6pm - 10pm,5.00,"Aug  9, 2021 8:34 PM","Aug  9, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",4.93,"Sep  7, 2021 8:51 PM","Sep  7, 2021","Sep, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",4.92,"Sep 28, 2021 8:10 PM","Sep 28, 2021","Sep, 2021",2021
East Area and Scarborough - Next delivery 21/Aug. 10am - 4pm),4.90,"Aug 19, 2021 11:38 PM","Aug 19, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.86,"Sep  7, 2021 2:05 PM","Sep  7, 2021","Sep, 2021",2021
Store Pickup,4.84,"Sep 22, 2021 10:13 PM","Sep 22, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.80,"Sep  2, 2021 10:37 PM","Sep  2, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",4.77,"Aug  3, 2021 8:23 PM","Aug  3, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.75,"Oct 13, 2021 12:47 PM","Oct 13, 2021","Oct, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.71,"Sep  2, 2021 1:53 PM","Sep  2, 2021","Sep, 2021",2021
"london ,Woodstock, Kitchener, Waterloo, Guelph, Brantford, Hamilton (Next Delivery  OCT/9)",4.64,"Sep 23, 2021 11:18 AM","Sep 23, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.63,"Sep 14, 2021 10:01 PM","Sep 14, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",4.57,"Aug  5, 2021 3:13 PM","Aug  5, 2021","Aug, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",4.53,"Aug 16, 2021 9:28 PM","Aug 16, 2021","Aug, 2021",2021
Store Pickup,4.49,"Aug  2, 2021 12:24 PM","Aug  2, 2021","Aug, 2021",2021
Toronto and North York - Tuesdays and Fridays  6pm - 10pm,4.47,"Aug 16, 2021 8:51 PM","Aug 16, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.45,"Sep  8, 2021 8:25 AM","Sep  8, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",4.42,"Sep 18, 2021 7:31 PM","Sep 18, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.39,"Sep 12, 2021 10:45 AM","Sep 12, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.37,"Oct  5, 2021 11:46 AM","Oct  5, 2021","Oct, 2021",2021
"Whitiby, Ajax, Pickering, Oshawa, Bowmanville, Courtice  Scarborough - Next delivery 2/OCT. 10am - 4pm)",4.33,"Sep 23, 2021 9:46 PM","Sep 23, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.27,"Sep 28, 2021 11:12 PM","Sep 28, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.25,"Aug 31, 2021 10:22 PM","Aug 31, 2021","Aug, 2021",2021
East Area and Scarborough - Next delivery 04/SEPT. 10am - 4pm),4.25,"Aug 26, 2021 6:39 PM","Aug 26, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.25,"Sep 18, 2021 2:05 AM","Sep 18, 2021","Sep, 2021",2021
Store Pickup,4.24,"Sep 18, 2021 5:45 PM","Sep 18, 2021","Sep, 2021",2021
Toronto and North York - Tuesdays and Fridays 6pm - 10pm,4.22,"Aug 19, 2021 9:43 PM","Aug 19, 2021","Aug, 2021",2021
Xpresspost,4.21,"Sep 15, 2021 5:20 PM","Sep 15, 2021","Sep, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",4.20,"Oct  4, 2021 9:14 PM","Oct  4, 2021","Oct, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.18,"Sep 13, 2021 9:57 AM","Sep 13, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",4.17,"Aug  8, 2021 8:44 PM","Aug  8, 2021","Aug, 2021",2021
Toronto and North York - Tuesdays and Fridays 6pm - 10pm,4.16,"Aug 11, 2021 11:36 AM","Aug 11, 2021","Aug, 2021",2021
"london ,Woodstock, Kitchener, Waterloo, Guelph, Brantford, Hamilton (Next Delivery  SEPT/11)",4.16,"Aug 18, 2021 10:03 AM","Aug 18, 2021","Aug, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",4.09,"Oct  6, 2021 9:54 AM","Oct  6, 2021","Oct, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.08,"Sep 10, 2021 2:55 PM","Sep 10, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",4.02,"Sep 11, 2021 7:24 AM","Sep 11, 2021","Sep, 2021",2021
Toronto and North York - Tuesdays and Fridays 6pm - 10pm,4.00,"Aug 20, 2021 2:31 PM","Aug 20, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",4.00,"Aug 11, 2021 9:32 AM","Aug 11, 2021","Aug, 2021",2021
Toronto and North York - Tuesdays and Fridays 6pm - 10pm,3.98,"Aug 18, 2021 8:28 PM","Aug 18, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.97,"Aug 26, 2021 9:21 AM","Aug 26, 2021","Aug, 2021",2021
Expedited Parcel,3.91,"Aug 28, 2021 9:06 PM","Aug 28, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.90,"Sep 10, 2021 6:59 PM","Sep 10, 2021","Sep, 2021",2021
Toronto and North York - Made every Tuesday and Friday  6pm - 10pm,3.89,"Aug  1, 2021 9:17 PM","Aug  1, 2021","Aug, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.88,"Sep 15, 2021 8:44 PM","Sep 15, 2021","Sep, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm we will contact you to arrange delivery)",3.88,"Sep  4, 2021 11:40 AM","Sep  4, 2021","Sep, 2021",2021
Toronto and North York - Tuesdays and Fridays 6pm - 10pm,3.87,"Aug 11, 2021 7:32 PM","Aug 11, 2021","Aug, 2021",2021
Store Pickup,3.87,"Sep  8, 2021 7:52 PM","Sep  8, 2021","Sep, 2021",2021
Store Pickup,3.87,"Sep  7, 2021 6:35 PM","Sep  7, 2021","Sep, 2021",2021
Store Pickup,3.87,"Aug 10, 2021 6:32 PM","Aug 10, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.82,"Aug 24, 2021 7:28 PM","Aug 24, 2021","Aug, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",3.81,"Aug 18, 2021 2:00 PM","Aug 18, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.80,"Sep 29, 2021 8:51 PM","Sep 29, 2021","Sep, 2021",2021
"Barrie, Alliston, Angus, Innisfil (delivery 9 and 23 SEPTEMBER6-10pm 6-10pm - we will contact you to arrange delivery)",3.79,"Sep 22, 2021 7:39 PM","Sep 22, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.79,"Sep 23, 2021 7:12 PM","Sep 23, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.78,"Oct  4, 2021 11:28 PM","Oct  4, 2021","Oct, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.75,"Oct 12, 2021 2:20 PM","Oct 12, 2021","Oct, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.75,"Aug 28, 2021 10:08 AM","Aug 28, 2021","Aug, 2021",2021
"Burlington, Oakville, Milton (Thursdays 6-10pm- we will contact you to arrange delivery)",3.73,"Sep  8, 2021 4:08 PM","Sep  8, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",3.73,"Sep 10, 2021 10:04 PM","Sep 10, 2021","Sep, 2021",2021
"Whitiby, Ajax, Pickering, Oshawa, Bowmanville, Courtice  Scarborough - Next delivery 2/OCT. 10am - 4pm)",3.70,"Oct  1, 2021 12:14 PM","Oct  1, 2021","Oct, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",3.70,"Sep 24, 2021 6:01 PM","Sep 24, 2021","Sep, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.69,"Sep 21, 2021 5:19 PM","Sep 21, 2021","Sep, 2021",2021
"Barrie, Alliston, Angus, Innisfil (Second and Forth THURSDAYS of each month 6-10pm - we will contact you to arrange delivery)",3.64,"Aug  9, 2021 10:50 AM","Aug  9, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.59,"Sep 24, 2021 10:30 PM","Sep 24, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.59,"Sep 12, 2021 4:07 PM","Sep 12, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.57,"Aug 31, 2021 4:49 PM","Aug 31, 2021","Aug, 2021",2021
"Ottawa, Kingston (Every last weekend of the month - next 28-29 agosto  - we will contact you to arrange delivery)",3.52,"Aug 24, 2021 12:50 PM","Aug 24, 2021","Aug, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.51,"Aug 25, 2021 3:45 PM","Aug 25, 2021","Aug, 2021",2021
Expedited Parcel,3.50,"Sep  8, 2021 4:44 PM","Sep  8, 2021","Sep, 2021",2021
"Whitiby, Ajax, Pickering, Oshawa, Bowmanville, Courtice  Scarborough - Next delivery 2/OCT. 10am - 4pm)",3.50,"Oct  9, 2021 1:17 AM","Oct  9, 2021","Oct, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham (WEDNESDAYS   6-10pm- we will contact you to arrange delivery)",3.48,"Aug 19, 2021 8:46 AM","Aug 19, 2021","Aug, 2021",2021
"Barrie, Alliston, Angus, Innisfil (delivery 12 and 26 AUG 6-10pm - we will contact you to arrange delivery)",3.47,"Aug 25, 2021 11:45 AM","Aug 25, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.47,"Sep  2, 2021 12:18 AM","Sep  2, 2021","Sep, 2021",2021
Toronto and North York - Made every Tuesday and Friday 6pm - 10pm,3.46,"Aug  3, 2021 10:13 AM","Aug  3, 2021","Aug, 2021",2021
"Ottawa, Kingston (Every last weekend of the month - next 25-27 setembro  - we will contact you to arrange delivery)",3.46,"Sep 23, 2021 6:11 PM","Sep 23, 2021","Sep, 2021",2021
Store Pickup,3.41,"Aug 19, 2021 11:42 AM","Aug 19, 2021","Aug, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.40,"Aug 22, 2021 11:17 AM","Aug 22, 2021","Aug, 2021",2021
"Barrie, Alliston, Angus, Innisfil (delivery 12 and 26 AUG 6-10pm - we will contact you to arrange delivery)",3.37,"Aug 24, 2021 6:52 AM","Aug 24, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.35,"Sep 12, 2021 6:42 PM","Sep 12, 2021","Sep, 2021",2021
Expedited Parcel,3.34,"Aug 14, 2021 10:54 PM","Aug 14, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.31,"Sep  8, 2021 6:33 PM","Sep  8, 2021","Sep, 2021",2021
Toronto and North York - Made every Tuesday and Friday  6pm - 10pm,3.29,"Aug  6, 2021 9:51 AM","Aug  6, 2021","Aug, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.29,"Sep 12, 2021 8:29 PM","Sep 12, 2021","Sep, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",3.28,"Oct  6, 2021 9:16 AM","Oct  6, 2021","Oct, 2021",2021
"Toronto (Tuesdays, Thursdays, Fridays ) and North York - (Tuesdays and Fridays  6pm - 10pm",3.28,"Oct 14, 2021 11:38 AM","Oct 14, 2021","Oct, 2021",2021
"Vaughan, Newmarket, Richmond Hill, Aurora, Bradford, Markham, (Wednesdays   6-10pm- we will contact you to arrange delivery)",3.25,"Sep 28, 2021 10:45 PM","Sep 28, 2021","Sep, 2021",2021
"Mississauga, Etobicoke, Brampton (Wednesdays 6-10pm- we will contact you to arrange delivery)",3.25,"Jul 31, 2021 4:09 PM","Jul 31, 2021","Jul, 2021",2021
